Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
26330-KER,Male,29,Yes,Kerala,0,29,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Credit Card",23.75,1446.8,0,0,2001.36,3448.16,Stayed,Others,Others
96470-AND,Female,20,No,"Andhra Pradesh",11,8,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.9,1529.65,0,0,2298.96,3828.61,Stayed,Others,Others
62164-TAM,Female,76,No,"Tamil Nadu",6,7,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,No,Yes,"One Year",No,"Bank Withdrawal",108.1,7238.6,0,0,235.62,7474.22,Stayed,Others,Others
99203-JAM,Male,72,No,"Jammu & Kashmir",0,10,None,No,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Mailed Check",39,679.85,0,0,0,679.85,Churned,Competitor,"Competitor had better devices"
25784-PUN,Male,40,Yes,Punjab,4,24,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",20.6,330.25,0,0,535.04,865.29,Stayed,Others,Others
88214-GUJ,Male,51,Yes,Gujarat,14,30,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",19.55,1108.8,0,0,1619.94,2728.74,Stayed,Others,Others
37350-HAR,Male,30,Yes,Haryana,4,18,"Deal 5",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.15,319.85,0,0,26,345.85,Stayed,Others,Others
93687-TEL,Male,25,No,Telangana,10,3,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",20.3,1401.15,0,0,1955.52,3356.67,Stayed,Others,Others
88440-JAM,Female,33,No,"Jammu & Kashmir",3,16,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",No,"Credit Card",109.9,7332.4,0,0,1549.71,8882.11,Stayed,Others,Others
84829-TEL,Male,28,No,Telangana,8,20,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",90.4,6668.05,0,0,253.47,6921.52,Stayed,Others,Others
46937-BIH,Female,76,Yes,Bihar,2,7,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",25.4,1809.35,0,0,1872.72,3682.07,Stayed,Others,Others
13643-ASS,Male,29,Yes,Assam,13,29,"Deal 4",Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",46.3,639.45,0,0,364.05,1003.5,Stayed,Others,Others
94887-AND,Male,54,No,"Andhra Pradesh",3,14,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",25.2,321.05,0,0,0,321.05,Stayed,Others,Others
79939-KAR,Female,60,No,Karnataka,4,12,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",24.45,993.15,41.33,0,1205.29,2157.11,Stayed,Others,Others
75578-TAM,Female,42,Yes,"Tamil Nadu",10,21,"Deal 5",Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",55.1,154.65,0,0,78.12,232.77,Churned,Competitor,"Competitor offered higher download speeds"
12511-DEL,Male,50,Yes,Delhi,2,18,None,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,"One Year",No,"Bank Withdrawal",78.4,1832.4,0,130,758.88,2721.28,Stayed,Others,Others
47062-KAR,Female,30,No,Karnataka,5,24,None,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,Yes,"One Year",No,"Credit Card",74,3877.65,0,0,1111.76,4989.41,Stayed,Others,Others
33077-BIH,Female,53,No,Bihar,1,7,None,No,No,Yes,Cable,No,Yes,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",30.15,382.2,0,10,0,392.2,Stayed,Others,Others
41464-UTT,Female,68,No,"Uttar Pradesh",12,6,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",70.85,70.85,0,0,49.6,120.45,Churned,Price,"Long distance charges"
57738-GUJ,Female,52,Yes,Gujarat,1,29,None,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",77.8,4323.35,0,0,1446.5,5769.85,Stayed,Others,Others
95788-MAD,Female,53,Yes,"Madhya Pradesh",11,12,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",99,4135,0,0,55.02,4190.02,Stayed,Others,Others
56148-HAR,Male,77,No,Haryana,1,26,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.45,2122.05,0,0,1158.57,3280.62,Churned,Competitor,"Competitor offered more data"
28527-UTT,Female,47,No,"Uttar Pradesh",10,26,"Deal 4",Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",66.7,1077.05,0,0,507.79,1584.84,Stayed,Others,Others
19404-WES,Female,24,No,"West Bengal",11,4,"Deal 5",No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",34.7,62.25,0,0,0,62.25,Churned,Competitor,"Competitor made better offer"
34237-HAR,Female,73,Yes,Haryana,8,30,"Deal 3",Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",83.85,2310.2,0,0,92.61,2402.81,Stayed,Others,Others
37047-DEL,Male,80,Yes,Delhi,2,34,None,No,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",49.15,2550.9,0,30,0,2580.9,Churned,Competitor,"Competitor made better offer"
83916-ASS,Male,53,Yes,Assam,11,15,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",96.75,4442.75,0,0,70.65,4513.4,Stayed,Others,Others
28720-MAD,Female,28,No,"Madhya Pradesh",3,22,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.1,1372.45,0,0,2800.24,4172.69,Stayed,Others,Others
72044-HAR,Female,32,Yes,Haryana,0,5,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",18.55,689,0,0,306,995,Stayed,Others,Others
98230-GUJ,Female,61,No,Gujarat,9,13,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.1,302.45,0,0,146.1,448.55,Stayed,Others,Others
21986-WES,Male,53,No,"West Bengal",10,24,None,Yes,No,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.4,1871.15,0,0,610.4,2481.55,Stayed,Others,Others
53780-PUN,Female,47,No,Punjab,1,8,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.8,1396.25,0,0,1657.14,3053.39,Stayed,Others,Others
61750-BIH,Female,50,No,Bihar,8,35,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",21.05,531.55,0,0,1135.44,1666.99,Stayed,Others,Others
43432-UTT,Female,34,No,"Uttar Pradesh",6,1,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",111.25,7984.15,0,0,2976.32,10960.47,Stayed,Others,Others
19754-JAM,Female,63,No,"Jammu & Kashmir",15,1,"Deal 5",No,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,"Mailed Check",40.65,328.95,0,0,0,328.95,Churned,Competitor,"Competitor had better devices"
15018-TAM,Female,34,No,"Tamil Nadu",8,34,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",89.9,5958.85,0,0,2399.76,8358.61,Stayed,Others,Others
64668-JAM,Male,38,No,"Jammu & Kashmir",1,35,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.4,578.5,0,0,278.1,856.6,Stayed,Others,Others
59723-RAJ,Male,34,No,Rajasthan,13,6,"Deal 2",Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",-2,4138.9,0,0,1728.66,5867.56,Stayed,Others,Others
75858-HAR,Female,60,No,Haryana,10,31,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.35,564.65,0,0,176.19,740.84,Stayed,Others,Others
37270-MAH,Male,36,No,Maharashtra,10,18,None,No,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",35.55,35.55,0,0,0,35.55,Churned,Other,"Don't know"
33717-JAM,Male,42,No,"Jammu & Kashmir",10,29,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",85.45,4517.25,0,0,870.79,5388.04,Churned,Other,"Don't know"
52083-HAR,Male,49,No,Haryana,11,14,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",20,1250.1,0,0,1517.76,2767.86,Stayed,Others,Others
65550-WES,Female,27,Yes,"West Bengal",15,11,None,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",48.4,3442.8,0,0,0,3442.8,Stayed,Others,Others
33228-AND,Male,57,No,"Andhra Pradesh",3,16,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.65,1461.15,0,0,168,1629.15,Stayed,Others,Others
98405-TEL,Female,59,Yes,Telangana,3,7,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",58.95,955.15,0,0,458.1,1413.25,Stayed,Others,Others
68338-KAR,Female,26,Yes,Karnataka,12,8,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",100.3,4483.95,0,0,46.35,4530.3,Stayed,Others,Others
93482-RAJ,Female,57,No,Rajasthan,5,6,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",105.6,7581.5,0,0,442.8,8024.3,Stayed,Others,Others
41188-UTT,Female,20,No,"Uttar Pradesh",7,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Mailed Check",19.55,265.3,0,0,548.99,814.29,Stayed,Others,Others
91952-TEL,Male,32,Yes,Telangana,1,2,"Deal 5",Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Credit Card",60.9,414.1,0,0,274.02,688.12,Stayed,Others,Others
21784-JHA,Male,55,Yes,Jharkhand,4,1,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",20.05,345.9,0,0,505.08,850.98,Stayed,Others,Others
61204-UTT,Female,37,No,"Uttar Pradesh",15,8,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",103.75,7039.45,0,0,1094.12,8133.57,Stayed,Others,Others
11991-RAJ,Male,66,Yes,Rajasthan,14,15,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"One Year",No,"Bank Withdrawal",113.35,7222.75,0,20,437.12,7679.87,Stayed,Others,Others
77892-RAJ,Female,51,Yes,Rajasthan,14,17,"Deal 3",Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,"One Year",Yes,"Mailed Check",64.4,2088.75,0,0,1169.94,3258.69,Churned,Attitude,"Attitude of support person"
52175-KAR,Female,47,Yes,Karnataka,3,34,None,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",75.15,392.65,0,0,228.45,621.1,Stayed,Others,Others
28861-GUJ,Male,30,Yes,Gujarat,13,34,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",82.4,1592.35,33.43,0,732,2290.92,Churned,Price,"Price too high"
44394-AND,Male,59,Yes,"Andhra Pradesh",13,22,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",104.05,6605.55,0,0,304.64,6910.19,Stayed,Others,Others
15054-TAM,Female,70,No,"Tamil Nadu",10,9,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",85.7,2067,0,0,1202.24,3269.24,Stayed,Others,Others
79605-BIH,Female,36,No,Bihar,7,20,"Deal 5",Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,"Credit Card",53.85,259.8,22.96,10,121.6,368.44,Churned,Competitor,"Competitor offered higher download speeds"
79970-AND,Female,33,No,"Andhra Pradesh",15,6,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",102.25,1359,0,0,397.15,1756.15,Churned,Competitor,"Competitor had better devices"
28881-DEL,Male,31,No,Delhi,10,17,"Deal 2",Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",69.1,4096.9,0,0,1209.5,5306.4,Stayed,Others,Others
92705-UTT,Female,51,No,Uttarakhand,2,29,"Deal 4",Yes,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",65.75,1111.2,0,0,806.65,1917.85,Stayed,Others,Others
44458-TAM,Female,43,No,"Tamil Nadu",7,20,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.55,723.4,0,0,408.69,1132.09,Churned,Competitor,"Competitor offered more data"
19235-GUJ,Female,71,No,Gujarat,15,18,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",84.6,865.55,0,0,168.5,1034.05,Churned,Attitude,"Attitude of support person"
79971-GUJ,Male,65,Yes,Gujarat,1,17,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",85.4,425.9,0,0,217.55,643.45,Churned,Price,"Long distance charges"
83804-MAD,Male,29,Yes,"Madhya Pradesh",14,13,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",86.4,4922.4,0,0,2080.4,7002.8,Stayed,Others,Others
12842-TAM,Female,26,Yes,"Tamil Nadu",11,8,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",101.15,385.9,0,0,38.24,424.14,Churned,Competitor,"Competitor had better devices"
41644-RAJ,Female,27,No,Rajasthan,2,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Mailed Check",19.5,31.55,0,0,56.04,87.59,Churned,Dissatisfaction,"Limited range of services"
43206-ASS,Male,50,No,Assam,11,18,"Deal 2",Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",69.4,4237.5,0,0,2550.06,6787.56,Stayed,Others,Others
29045-JAM,Female,69,Yes,"Jammu & Kashmir",5,32,None,Yes,No,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.25,2754.45,0,0,1237.14,3991.59,Churned,Attitude,"Attitude of service provider"
93405-AND,Male,60,No,"Andhra Pradesh",13,32,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",45.7,45.7,0,0,5.55,51.25,Churned,Competitor,"Competitor offered higher download speeds"
41636-TAM,Female,34,Yes,"Tamil Nadu",15,25,"Deal 2",Yes,No,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",93.45,4872.2,0,0,2032.55,6904.75,Stayed,Others,Others
89378-PUN,Female,51,Yes,Punjab,11,19,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",104.3,5278.15,11.45,0,1914.84,7181.54,Churned,Competitor,"Competitor offered more data"
41892-HAR,Male,33,Yes,Haryana,15,24,None,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",64.9,1509.8,0,130,1067.2,2707,Stayed,Others,Others
58276-MAH,Female,57,No,Maharashtra,12,4,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.45,113.5,0,0,9.42,122.92,Stayed,Others,Others
18203-UTT,Female,42,No,"Uttar Pradesh",3,13,None,No,No,Yes,Cable,Yes,No,No,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Mailed Check",44.55,343.45,0,0,0,343.45,Stayed,Others,Others
86512-HAR,Male,44,No,Haryana,8,19,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.5,1056.95,0,0,341.88,1398.83,Churned,Dissatisfaction,"Network reliability"
85850-HAR,Female,47,No,Haryana,10,30,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",96.5,5673.7,0,0,1339.56,7013.26,Stayed,Others,Others
57339-JHA,Male,30,Yes,Jharkhand,8,26,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",105.35,5794.45,0,0,2127.44,7921.89,Stayed,Others,Others
81567-GUJ,Female,39,No,Gujarat,4,20,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.1,730.1,0,0,844.74,1574.84,Stayed,Others,Others
44500-MAD,Female,27,Yes,"Madhya Pradesh",3,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",20.2,1376.5,0,0,1624.95,3001.45,Stayed,Others,Others
46860-BIH,Male,28,Yes,Bihar,5,6,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",115.15,8349.45,0,0,2571.12,10920.57,Stayed,Others,Others
45565-BIH,Female,78,No,Bihar,14,12,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Credit Card",113,7987.6,0,0,3234,11221.6,Stayed,Others,Others
74498-HAR,Female,37,No,Haryana,4,7,None,No,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",29.8,201.95,0,0,0,201.95,Stayed,Others,Others
17735-MAD,Female,51,No,"Madhya Pradesh",1,25,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",80.8,4860.85,17.17,0,2652.28,7495.96,Stayed,Others,Others
83648-PUN,Male,27,No,Punjab,5,14,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",85.5,4713.4,0,0,2303.95,7017.35,Stayed,Others,Others
36905-PUN,Male,32,No,Punjab,13,1,"Deal 2",Yes,Yes,Yes,Cable,Yes,No,Yes,No,No,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",69.9,4226.7,0,0,286.09,4512.79,Stayed,Others,Others
97739-GUJ,Female,82,Yes,Gujarat,12,11,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",95.8,1346.3,0,0,201.46,1547.76,Stayed,Others,Others
22025-MAD,Female,63,Yes,"Madhya Pradesh",14,18,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",104.15,7689.95,0,0,434.16,8124.11,Churned,Price,"Extra data charges"
12341-HAR,Female,38,No,Haryana,9,29,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",83.05,1799.3,0,0,252.12,2051.42,Stayed,Others,Others
57048-PUN,Female,58,No,Punjab,7,7,"Deal 5",Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",83.75,247.25,0,0,139.08,386.33,Churned,Attitude,"Attitude of support person"
68157-AND,Male,65,Yes,"Andhra Pradesh",5,31,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,No,No,"Two Year",No,"Bank Withdrawal",89.45,5294.6,0,10,1480.8,6785.4,Stayed,Others,Others
19849-BIH,Female,35,Yes,Bihar,3,13,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",75.25,242,0,0,53.61,295.61,Churned,Attitude,"Attitude of service provider"
17661-PUN,Female,19,No,Punjab,2,11,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,No,Yes,No,Month-to-Month,No,"Mailed Check",74.65,544.55,0,10,151.06,705.61,Churned,Competitor,"Competitor offered more data"
77222-UTT,Female,83,No,Uttarakhand,11,25,"Deal 5",No,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",29.9,118.25,0,0,0,118.25,Stayed,Others,Others
65181-MAH,Female,71,No,Maharashtra,10,27,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",89.6,5538.8,0,0,2633.4,8172.2,Stayed,Others,Others
35597-UTT,Female,34,Yes,"Uttar Pradesh",6,14,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,No,No,Yes,"One Year",Yes,"Credit Card",76.35,2606.35,0,0,1615.32,4221.67,Stayed,Others,Others
35739-TEL,Male,33,No,Telangana,8,25,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",100.05,5299.65,0,0,1850.58,7150.23,Stayed,Others,Others
35422-CHH,Female,46,Yes,Chhattisgarh,1,24,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.25,1029.8,0,0,415.95,1445.75,Stayed,Others,Others
84042-ASS,Female,44,Yes,Assam,15,23,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.65,875.55,0,0,346.04,1221.59,Stayed,Others,Others
19990-GUJ,Female,39,No,Gujarat,2,17,"Deal 4",Yes,No,Yes,Cable,No,No,Yes,Yes,No,No,No,No,Month-to-Month,No,"Credit Card",53.45,718.1,26.37,0,329.29,1021.02,Stayed,Others,Others
76733-ODI,Female,47,No,Odisha,8,30,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.25,3527.6,0,0,367.15,3894.75,Churned,Competitor,"Competitor offered higher download speeds"
29772-CHH,Female,57,No,Chhattisgarh,8,12,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",80.7,788.8,38.42,50,170.7,971.08,Churned,Competitor,"Competitor offered more data"
18775-MAD,Female,20,Yes,"Madhya Pradesh",0,8,"Deal 3",Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",80.8,2369.3,0,0,478.2,2847.5,Stayed,Others,Others
21711-WES,Female,41,No,"West Bengal",7,17,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",92.95,4122.9,0,0,1155,5277.9,Stayed,Others,Others
41283-UTT,Female,20,Yes,"Uttar Pradesh",9,1,"Deal 2",Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Credit Card",85.3,4107.25,0,130,1370.05,5607.3,Stayed,Others,Others
16562-UTT,Female,72,Yes,"Uttar Pradesh",10,19,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.7,5812.6,0,0,184.44,5997.04,Churned,Competitor,"Competitor had better devices"
41252-AND,Female,44,Yes,"Andhra Pradesh",13,1,"Deal 2",No,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,"One Year",No,"Mailed Check",30.1,1623.4,11.72,0,0,1611.68,Stayed,Others,Others
16149-ASS,Female,66,Yes,Assam,2,7,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",73.65,1463.5,0,0,107.4,1570.9,Churned,Competitor,"Competitor had better devices"
29740-AND,Male,51,No,"Andhra Pradesh",4,1,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,"Mailed Check",98.15,1230.25,0,40,43.68,1313.93,Churned,Price,"Long distance charges"
29990-BIH,Male,21,Yes,Bihar,15,8,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,No,"One Year",Yes,"Credit Card",94.1,5060.9,0,140,2644.38,7845.28,Stayed,Others,Others
99912-WES,Female,60,Yes,"West Bengal",11,26,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",19.65,244.8,0,0,430.69,675.49,Stayed,Others,Others
